country,keyword_en,keyword_native,platform,traffic,search_ads
Italy,bodyweight workout,workout a corpo libero,google_play,No Data,
Italy,bodyweight workout,workout a corpo libero,app_store,No Data,-
Italy,hiit timer,timer hiit,google_play,No Data,
Italy,hiit timer,timer hiit,app_store,No Data,5
Italy,muscle builder,costruzione muscolare,google_play,No Data,
Italy,muscle builder,costruzione muscolare,app_store,No Data,-
Italy,pedometer,contapassi,google_play,212,
Italy,pedometer,contapassi,app_store,212,5
Italy,nutrition,nutrizione,google_play,7,
Italy,nutrition,nutrizione,app_store,7,5
Italy,nutrition calculator,calcolatore nutrizionale,google_play,No Data,
Italy,nutrition calculator,calcolatore nutrizionale,app_store,No Data,5
Italy,free nutrition tracking app,app monitoraggio nutrizione gratis,google_play,No Data,
Italy,free nutrition tracking app,app monitoraggio nutrizione gratis,app_store,No Data,-
Italy,nutrition tracker,monitoraggio nutrizione,google_play,No Data,
Italy,nutrition tracker,monitoraggio nutrizione,app_store,No Data,-
Poland,food,jedzenie,google_play,135,
Poland,food,jedzenie,app_store,135,5
Poland,workout,trening,google_play,143,
Poland,workout,trening,app_store,143,5
Poland,weight,waga,google_play,144,
Poland,weight,waga,app_store,144,5
Poland,fasting,post,google_play,119,
Poland,fasting,post,app_store,119,39
Poland,ai fitness,fitness ai,google_play,No Data,
Poland,ai fitness,fitness ai,app_store,No Data,-
Poland,gym,siłownia,google_play,No Data,
Poland,gym,siłownia,app_store,No Data,5
Poland,meditation,medytacja,google_play,25,
Poland,meditation,medytacja,app_store,25,5
Poland,period,okres,google_play,30,
Poland,period,okres,app_store,30,5
Poland,mestruation,miesiączka,google_play,No Data,
Poland,mestruation,miesiączka,app_store,No Data,5
Poland,habits,nawyki,google_play,43,
Poland,habits,nawyki,app_store,43,5
Poland,tracker,monitorowanie,google_play,No Data,
Poland,tracker,monitorowanie,app_store,No Data,5
Poland,diet,dieta,google_play,133,
Poland,diet,dieta,app_store,133,5
Poland,run,bieganie,google_play,162,
Poland,run,bieganie,app_store,162,48
Poland,protein,białko,google_play,No Data,
Poland,protein,białko,app_store,No Data,5
Poland,health,zdrowie,google_play,241,
Poland,health,zdrowie,app_store,241,62
Poland,AI Calorie,kalorie ai,google_play,No Data,
Poland,AI Calorie,kalorie ai,app_store,No Data,5
Poland,eating,jedzenie2,google_play,135,
Poland,eating,jedzenie2,app_store,135,5
Poland,habit,nawyk,google_play,No Data,
Poland,habit,nawyk,app_store,No Data,5
Poland,AI Calories,kalorie ia,google_play,No Data,
Poland,AI Calories,kalorie ia,app_store,No Data,-
Poland,AI nutrition,odżywianie ai,google_play,No Data,
Poland,AI nutrition,odżywianie ai,app_store,No Data,-
Poland,sleep,sen,google_play,54,
Poland,sleep,sen,app_store,6,5
Poland,ai food,jedzenie ai,google_play,No Data,
Poland,ai food,jedzenie ai,app_store,6,5
Poland,meal scanner,skaner posiłków,google_play,No Data,
Poland,meal scanner,skaner posiłków,app_store,No Data,-
Poland,exercise,ćwiczenie,google_play,4,
Poland,exercise,ćwiczenie,app_store,No Data,6
Poland,exercises,ćwiczenia,google_play,6,
Poland,exercises,ćwiczenia,app_store,30,No Data
Poland,macro,makro,google_play,212,
Poland,macro,makro,app_store,212,57
Poland,macros,makroskładniki,google_play,No Data,
Poland,macros,makroskładniki,app_store,No Data,-
Poland,macros tracker,monitorowanie makro,google_play,No Data,
Poland,macros tracker,monitorowanie makro,app_store,No Data,-
Poland,macro tracker,śledzenie makro,google_play,No Data,
Poland,macro tracker,śledzenie makro,app_store,No Data,5
Poland,meal tracker,monitorowanie posiłków,google_play,No Data,
Poland,meal tracker,monitorowanie posiłków,app_store,No Data,-
Poland,meal tracker free,monitorowanie posiłków za darmo,google_play,No Data,
Poland,meal tracker free,monitorowanie posiłków za darmo,app_store,No Data,-
Poland,habit tracker,monitorowanie nawyków,google_play,No Data,
Poland,habit tracker,monitorowanie nawyków,app_store,No Data,-
Poland,women's health,zdrowie kobiet,google_play,No Data,
Poland,women's health,zdrowie kobiet,app_store,No Data,-
Poland,menstrual cycle,cykl miesiączkowy,google_play,10,
Poland,menstrual cycle,cykl miesiączkowy,app_store,10,-
Poland,GPS fitness,fitness gps,google_play,No Data,
Poland,GPS fitness,fitness gps,app_store,No Data,-
Poland,ai coach,trener ai,google_play,No Data,
Poland,ai coach,trener ai,app_store,No Data,-
Poland,motivation,motywacja,google_play,No Data,
Poland,motivation,motywacja,app_store,No Data,5
Poland,sports,sport,google_play,201,
Poland,sports,sport,app_store,201,56
Poland,brain gym,gimnastyka mózgu,google_play,No Data,
Poland,brain gym,gimnastyka mózgu,app_store,No Data,-
Poland,cognitive games,gry poznawcze,google_play,No Data,
Poland,cognitive games,gry poznawcze,app_store,No Data,-
Poland,brain games,gry dla mózgu,google_play,No Data,
Poland,brain games,gry dla mózgu,app_store,No Data,-
Poland,personal plan,plan osobisty,google_play,No Data,
Poland,personal plan,plan osobisty,app_store,No Data,-
Poland,nutrition plan,plan żywieniowy,google_play,No Data,
Poland,nutrition plan,plan żywieniowy,app_store,No Data,5
Poland,workout plan,plan treningowy,google_play,82,
Poland,workout plan,plan treningowy,app_store,82,5
Poland,workout plans,plany treningowe,google_play,No Data,
Poland,workout plans,plany treningowe,app_store,No Data,5
Poland,crossfit,crossfit,google_play,0,
Poland,crossfit,crossfit,app_store,0,5
Poland,pilates,pilates,google_play,130,
Poland,pilates,pilates,app_store,130,41
Poland,yoga,joga,google_play,79,
Poland,yoga,joga,app_store,79,31
Poland,cycling tracker,monitorowanie kolarstwa,google_play,No Data,
Poland,cycling tracker,monitorowanie kolarstwa,app_store,No Data,-
Poland,cycling,kolarstwo,google_play,7,
Poland,cycling,kolarstwo,app_store,7,8
Poland,bmi,bmi,google_play,138,
Poland,bmi,bmi,app_store,138,42
Poland,bmi calculator,kalkulator bmi,google_play,148,
Poland,bmi calculator,kalkulator bmi,app_store,148,45
Poland,brain,mózg,google_play,No Data,
Poland,brain,mózg,app_store,No Data,5
Poland,meals,posiłki,google_play,1,
Poland,meals,posiłki,app_store,1,7
Poland,cooking,gotowanie,google_play,121,
Poland,cooking,gotowanie,app_store,121,39
Poland,recipes,przepisy,google_play,131,
Poland,recipes,przepisy,app_store,131,38
Poland,cooking2,gotować,google_play,No Data,
Poland,cooking2,gotować,app_store,No Data,5
Poland,breakfast,śniadanie,google_play,No Data,
Poland,breakfast,śniadanie,app_store,No Data,5
Poland,dinner,kolacja,google_play,No Data,
Poland,dinner,kolacja,app_store,No Data,-
Poland,lunch,obiad,google_play,No Data,
Poland,lunch,obiad,app_store,No Data,6
Poland,meal prep,przygotowanie posiłków,google_play,No Data,
Poland,meal prep,przygotowanie posiłków,app_store,No Data,-
Poland,healthy,zdrowy,google_play,No Data,
Poland,healthy,zdrowy,app_store,No Data,5
Poland,bodybuilding,kulturystyka,google_play,No Data,
Poland,bodybuilding,kulturystyka,app_store,No Data,5
Poland,scanner,skaner,google_play,152,
Poland,scanner,skaner,app_store,152,5
Poland,keto,keto,google_play,40,
Poland,keto,keto,app_store,40,5
Poland,ketosis,ketoza,google_play,No Data,
Poland,ketosis,ketoza,app_store,No Data,-
Poland,glucose,glukoza,google_play,No Data,
Poland,glucose,glukoza,app_store,No Data,-
Poland,insulin,insulina,google_play,No Data,
Poland,insulin,insulina,app_store,No Data,-
Poland,hydration,nawodnienie,google_play,No Data,
Poland,hydration,nawodnienie,app_store,No Data,5
Poland,steps,kroki,google_play,125,
Poland,steps,kroki,app_store,125,40
Poland,luteal phase,faza lutealna,google_play,No Data,
Poland,luteal phase,faza lutealna,app_store,No Data,-
Poland,ovulation,owulacja,google_play,No Data,
Poland,ovulation,owulacja,app_store,No Data,5
Poland,pcos,pcos,google_play,0,
Poland,pcos,pcos,app_store,0,5
Poland,pcos tracker,monitorowanie pcos,google_play,No Data,
Poland,pcos tracker,monitorowanie pcos,app_store,No Data,-
Poland,hypertrophy,hipertrofia,google_play,No Data,
Poland,hypertrophy,hipertrofia,app_store,No Data,-
Poland,bodyweight training,trening z masą ciała,google_play,No Data,
Poland,bodyweight training,trening z masą ciała,app_store,No Data,-
Poland,weightlifting,podnoszenie ciężarów,google_play,No Data,
Poland,weightlifting,podnoszenie ciężarów,app_store,No Data,-
Poland,planner,planer,google_play,149,
Poland,planner,planer,app_store,149,5
Poland,food scanner,skaner jedzenia,google_play,No Data,
Poland,food scanner,skaner jedzenia,app_store,No Data,-
Poland,calories from photo,kalorie ze zdjęcia,google_play,No Data,
Poland,calories from photo,kalorie ze zdjęcia,app_store,No Data,-
Poland,nutrition scanner,skaner żywieniowy,google_play,No Data,
Poland,nutrition scanner,skaner żywieniowy,app_store,No Data,-
Poland,carb counter,licznik węglowodanów,google_play,No Data,
Poland,carb counter,licznik węglowodanów,app_store,No Data,5
Poland,glucose tracker,monitorowanie glukozy,google_play,No Data,
Poland,glucose tracker,monitorowanie glukozy,app_store,No Data,-
Poland,keto tracker,monitorowanie keto,google_play,No Data,
